x,y,height
26,7,0
27,7,0
28,7,0
29,7,0
30,7,0
31,7,0
32,7,0
33,7,0
34,7,116
35,7,112
36,7,109
37,7,102
38,7,95
39,7,92
40,7,65
41,7,64
42,7,63
43,7,61
44,7,57
45,7,53
46,7,49
47,7,46
48,7,38
49,7,36
50,7,33
51,7,30
52,7,28
53,7,27
54,7,28
55,7,28
56,7,29
57,7,29
58,7,29
59,7,30
60,7,31
61,7,31
62,7,32
63,7,32
64,7,31
65,7,31
66,7,31
67,7,30
68,7,30
69,7,30
70,7,30
71,7,30
72,7,31
73,7,33
74,7,36
75,7,38
76,7,39
77,7,38
78,7,37
79,7,35
80,7,40
81,7,43
82,7,47
83,7,52
84,7,58
85,7,64
86,7,68
87,7,70
88,7,84
89,7,82
90,7,0
91,7,0
92,7,0
93,7,0
94,7,0
95,7,79
96,7,58
97,7,17
98,7,64
99,7,96
100,7,0
101,7,0
102,7,108
103,7,97
104,7,87
105,7,75
106,7,46
107,7,37
108,7,48
109,7,44
110,7,55
111,7,93
112,7,99
113,7,0
114,7,0
115,7,0
116,7,0
117,7,0
118,7,0
119,7,0
120,7,0
121,7,0
122,7,0
123,7,0
124,7,0
125,7,0
126,7,0
127,7,120
128,7,108
129,7,108
130,7,112
131,7,116
132,7,112
133,7,104
0,8,32
1,8,27
2,8,34
3,8,52
4,8,61
5,8,57
6,8,53
7,8,56
8,8,57
9,8,53
10,8,60
11,8,86
12,8,120
13,8,0
14,8,0
15,8,0
16,8,0
17,8,0
18,8,0
19,8,0
20,8,0
21,8,0
22,8,0
23,8,0
24,8,0
25,8,0
26,8,0
27,8,0
28,8,0
29,8,0
30,8,0
31,8,0
32,8,0
33,8,0
34,8,0
35,8,0
36,8,113
37,8,105
38,8,102
39,8,91
40,8,78
41,8,73
42,8,66
43,8,60
44,8,55
45,8,52
46,8,48
47,8,46
48,8,39
49,8,37
50,8,35
51,8,32
52,8,30
53,8,30
54,8,31
55,8,31
56,8,29
57,8,30
58,8,31
59,8,32
60,8,33
61,8,33
62,8,33
63,8,32
64,8,35
65,8,30
66,8,28
67,8,31
68,8,31
69,8,30
70,8,33
71,8,38
72,8,35
73,8,40
74,8,46
75,8,47
76,8,44
77,8,42
78,8,42
79,8,44
80,8,62
81,8,48
82,8,54
83,8,60
84,8,54
85,8,65
86,8,76
87,8,63
88,8,82
89,8,0
90,8,0
91,8,0
92,8,0
93,8,0
94,8,86
95,8,114
96,8,53
97,8,26
98,8,0
99,8,114
100,8,108
101,8,125
102,8,96
103,8,104
104,8,22
105,8,35
106,8,47
107,8,52
108,8,57
109,8,63
110,8,62
111,8,56
112,8,62
113,8,122
114,8,0
115,8,0
116,8,0
117,8,0
118,8,0
119,8,0
120,8,0
121,8,0
122,8,0
123,8,0
124,8,0
125,8,111
126,8,103
127,8,103
128,8,98
129,8,98
130,8,98
131,8,97
132,8,95
133,8,93
0,9,33
1,9,35
2,9,43
3,9,53
4,9,57
5,9,55
6,9,54
7,9,57
8,9,55
9,9,51
10,9,55
11,9,77
12,9,108
13,9,0
14,9,0
15,9,0
16,9,0
17,9,0
18,9,0
19,9,0
20,9,0
21,9,0
22,9,0
23,9,0
24,9,0
25,9,0
26,9,0
27,9,0
28,9,0
29,9,0
30,9,0
31,9,0
32,9,0
33,9,0
34,9,0
35,9,0
36,9,125
37,9,115
38,9,108
39,9,95
40,9,83
41,9,78
42,9,71
43,9,65
44,9,60
45,9,56
46,9,51
47,9,48
48,9,38
49,9,36
50,9,34
51,9,33
52,9,32
53,9,33
54,9,34
55,9,35
56,9,39
57,9,39
58,9,41
59,9,42
60,9,43
61,9,43
62,9,42
63,9,42
64,9,44
65,9,38
66,9,35
67,9,37
68,9,36
69,9,33
70,9,34
71,9,39
72,9,34
73,9,36
74,9,39
75,9,42
76,9,44
77,9,45
78,9,45
79,9,45
80,9,43
81,9,58
82,9,78
83,9,81
84,9,71
85,9,75
86,9,86
87,9,85
88,9,96
89,9,0
90,9,0
91,9,0
92,9,77
93,9,84
94,9,79
95,9,121
96,9,28
97,9,52
98,9,119
99,9,101
100,9,89
101,9,83
102,9,63
103,9,25
104,9,46
105,9,52
106,9,52
107,9,44
108,9,38
109,9,40
110,9,42
111,9,40
112,9,74
113,9,110
114,9,0
115,9,0
116,9,0
117,9,0
118,9,0
119,9,0
120,9,0
121,9,0
122,9,0
123,9,120
124,9,101
125,9,100
126,9,94
127,9,81
128,9,83
129,9,87
130,9,92
131,9,96
132,9,96
133,9,92
0,10,34
1,10,43
2,10,51
3,10,53
4,10,56
5,10,61
6,10,64
7,10,63
8,10,58
9,10,53
10,10,53
11,10,67
12,10,90
13,10,113
14,10,126
15,10,0
16,10,0
17,10,0
18,10,0
19,10,0
20,10,0
21,10,0
22,10,0
23,10,0
24,10,0
25,10,0
26,10,0
27,10,0
28,10,0
29,10,0
30,10,0
31,10,0
32,10,0
33,10,0
34,10,0
35,10,0
36,10,0
37,10,125
38,10,113
39,10,97
40,10,85
41,10,80
42,10,73
43,10,66
44,10,61
45,10,55
46,10,50
47,10,46
48,10,40
49,10,39
50,10,38
51,10,38
52,10,39
53,10,41
54,10,44
55,10,45
56,10,52
57,10,53
58,10,54
59,10,55
60,10,56
61,10,56
62,10,56
63,10,56
64,10,58
65,10,53
66,10,49
67,10,49
68,10,47
69,10,42
70,10,42
71,10,46
72,10,54
73,10,53
74,10,52
75,10,54
76,10,56
77,10,57
78,10,56
79,10,55
80,10,60
81,10,79
82,10,85
83,10,77
84,10,69
85,10,67
86,10,78
87,10,98
88,10,127
89,10,0
90,10,0
91,10,109
92,10,53
93,10,88
94,10,127
95,10,94
96,10,82
97,10,100
98,10,103
99,10,103
100,10,92
101,10,45
102,10,64
103,10,49
104,10,80
105,10,95
106,10,96
107,10,68
108,10,33
109,10,23
110,10,41
111,10,62
112,10,40
113,10,69
114,10,110
115,10,0
116,10,0
117,10,0
118,10,0
119,10,0
120,10,0
121,10,0
122,10,0
123,10,0
124,10,0
125,10,119
126,10,95
127,10,71
128,10,78
129,10,81
130,10,85
131,10,87
132,10,87
133,10,84
0,11,35
1,11,45
2,11,51
3,11,53
4,11,63
5,11,80
6,11,85
7,11,79
8,11,74
9,11,68
10,11,64
11,11,68
12,11,81
13,11,100
14,11,116
15,11,124
16,11,0
17,11,0
18,11,0
19,11,0
20,11,0
21,11,0
22,11,0
23,11,0
24,11,0
25,11,0
26,11,0
27,11,0
28,11,0
29,11,0
30,11,0
31,11,0
32,11,0
33,11,0
34,11,0
35,11,0
36,11,0
37,11,0
38,11,116
39,11,99
40,11,88
41,11,83
42,11,76
43,11,69
44,11,64
45,11,58
46,11,53
47,11,49
48,11,46
49,11,46
50,11,46
51,11,47
52,11,50
53,11,53
54,11,56
55,11,58
56,11,63
57,11,64
58,11,66
59,11,68
60,11,69
61,11,69
62,11,69
63,11,69
64,11,73
65,11,68
66,11,65
67,11,65
68,11,62
69,11,57
70,11,56
71,11,59
72,11,59
73,11,60
74,11,61
75,11,61
76,11,61
77,11,62
78,11,64
79,11,67
80,11,68
81,11,76
82,11,72
83,11,78
84,11,91
85,11,88
86,11,102
87,11,0
88,11,0
89,11,0
90,11,111
91,11,70
92,11,117
93,11,94
94,11,103
95,11,0
96,11,90
97,11,102
98,11,84
99,11,76
100,11,81
101,11,51
102,11,93
103,11,104
104,11,109
105,11,81
106,11,49
107,11,38
108,11,45
109,11,52
110,11,43
111,11,29
112,11,48
113,11,72
114,11,109
115,11,0
116,11,0
117,11,0
118,11,0
119,11,0
120,11,0
121,11,0
122,11,0
123,11,0
124,11,0
125,11,122
126,11,92
127,11,94
128,11,82
129,11,79
130,11,76
131,11,73
132,11,72
133,11,74
0,12,36
1,12,40
2,12,43
3,12,52
4,12,77
5,12,105
6,12,111
7,12,103
8,12,100
9,12,95
10,12,89
11,12,87
12,12,92
13,12,102
14,12,114
15,12,122
16,12,0
17,12,0
18,12,0
19,12,0
20,12,0
21,12,0
22,12,0
23,12,0
24,12,0
25,12,0
26,12,0
27,12,0
28,12,0
29,12,0
30,12,0
31,12,0
32,12,0
33,12,0
34,12,0
35,12,0
36,12,0
37,12,0
38,12,119
39,12,104
40,12,95
41,12,89
42,12,81
43,12,75
44,12,70
45,12,66
46,12,63
47,12,60
48,12,53
49,12,53
50,12,54
51,12,55
52,12,58
53,12,62
54,12,66
55,12,68
56,12,73
57,12,74
58,12,76
59,12,77
60,12,79
61,12,79
62,12,80
63,12,80
64,12,82
65,12,77
66,12,75
67,12,77
68,12,75
69,12,70
70,12,69
71,12,72
72,12,70
73,12,75
74,12,80
75,12,78
76,12,74
77,12,74
78,12,80
79,12,86
80,12,83
81,12,86
82,12,87
83,12,102
84,12,113
85,12,100
86,12,117
87,12,0
88,12,0
89,12,126
90,12,121
91,12,109
92,12,78
93,12,126
94,12,0
95,12,83
96,12,58
97,12,102
98,12,125
99,12,79
100,12,95
101,12,122
102,12,0
103,12,114
104,12,102
105,12,76
106,12,47
107,12,36
108,12,39
109,12,42
110,12,36
111,12,28
112,12,80
113,12,86
114,12,99
115,12,126
116,12,0
117,12,0
118,12,0
119,12,0
120,12,0
121,12,0
122,12,0
123,12,0
124,12,0
125,12,80
126,12,64
127,12,86
128,12,71
129,12,68
130,12,65
131,12,63
132,12,64
133,12,68
0,13,38
1,13,34
2,13,36
3,13,55
4,13,90
5,13,121
6,13,0
7,13,0
8,13,0
9,13,127
10,13,124
11,13,122
12,13,123
13,13,126
14,13,0
15,13,0
16,13,0
17,13,0
18,13,0
19,13,0
20,13,0
21,13,0
22,13,0
23,13,0
24,13,0
25,13,0
26,13,0
27,13,0
28,13,0
29,13,0
30,13,0
31,13,0
32,13,0
33,13,0
34,13,0
35,13,0
36,13,0
37,13,0
38,13,123
39,13,111
40,13,96
41,13,90
42,13,81
43,13,74
44,13,71
45,13,70
46,13,70
47,13,69
48,13,62
49,13,62
50,13,62
51,13,63
52,13,66
53,13,70
54,13,73
55,13,75
56,13,81
57,13,83
58,13,84
59,13,87
60,13,88
61,13,89
62,13,89
63,13,89
64,13,88
65,13,84
66,13,83
67,13,85
68,13,84
69,13,79
70,13,78
71,13,81
72,13,87
73,13,90
74,13,92
75,13,88
76,13,80
77,13,76
78,13,77
79,13,80
80,13,89
81,13,92
82,13,94
83,13,97
84,13,95
85,13,96
86,13,0
87,13,0
88,13,0
89,13,126
90,13,0
91,13,0
92,13,23
93,13,125
94,13,115
95,13,52
96,13,108
97,13,123
98,13,0
99,13,0
100,13,0
101,13,0
102,13,0
103,13,0
104,13,116
105,13,123
106,13,115
107,13,77
108,13,26
109,13,2
110,13,23
111,13,55
112,13,54
113,13,61
114,13,77
115,13,114
116,13,0
117,13,0
118,13,0
119,13,0
120,13,0
121,13,0
122,13,0
123,13,0
124,13,0
125,13,0
126,13,106
127,13,86
128,13,51
129,13,54
130,13,58
131,13,63
132,13,66
133,13,68
0,14,39
1,14,31
2,14,34
3,14,60
4,14,96
5,14,125
6,14,0
7,14,0
8,14,0
9,14,0
10,14,0
11,14,0
12,14,0
13,14,0
14,14,0
15,14,0
16,14,0
17,14,0
18,14,125
19,14,0
20,14,0
21,14,0
22,14,0
23,14,0
24,14,0
25,14,0
26,14,0
27,14,0
28,14,0
29,14,0
30,14,0
31,14,0
32,14,0
33,14,0
34,14,0
35,14,0
36,14,0
37,14,0
38,14,125
39,14,114
40,14,102
41,14,94
42,14,84
43,14,78
44,14,76
45,14,79
46,14,82
47,14,83
48,14,75
49,14,74
50,14,74
51,14,74
52,14,76
53,14,79
54,14,82
55,14,84
56,14,90
57,14,91
58,14,93
59,14,96
60,14,98
61,14,99
62,14,99
63,14,99
64,14,97
65,14,94
66,14,93
67,14,95
68,14,93
69,14,88
70,14,86
71,14,89
72,14,89
73,14,87
74,14,86
75,14,88
76,14,90
77,14,90
78,14,86
79,14,82
80,14,92
81,14,101
82,14,110
83,14,110
84,14,119
85,14,0
86,14,0
87,14,0
88,14,124
89,14,0
90,14,85
91,14,79
92,14,52
93,14,40
94,14,14
95,14,121
96,14,0
97,14,95
98,14,0
99,14,0
100,14,0
101,14,0
102,14,0
103,14,0
104,14,0
105,14,122
106,14,83
107,14,49
108,14,24
109,14,12
110,14,16
111,14,26
112,14,29
113,14,49
114,14,75
115,14,118
116,14,0
117,14,0
118,14,0
119,14,0
120,14,0
121,14,0
122,14,0
123,14,0
124,14,0
125,14,0
126,14,113
127,14,66
128,14,52
129,14,55
130,14,60
131,14,64
132,14,67
133,14,67
0,15,40
1,15,30
2,15,36
3,15,65
4,15,97
5,15,121
6,15,0
7,15,0
8,15,0
9,15,0
10,15,0
11,15,0
12,15,0
13,15,0
14,15,0
15,15,0
16,15,0
17,15,0
18,15,0
19,15,124
20,15,0
21,15,0
22,15,0
23,15,0
24,15,0
25,15,0
26,15,0
27,15,0
28,15,0
29,15,0
30,15,0
31,15,0
32,15,0
33,15,0
34,15,0
35,15,0
36,15,0
37,15,127
38,15,124
39,15,112
40,15,114
41,15,106
42,15,96
43,15,89
44,15,89
45,15,94
46,15,99
47,15,102
48,15,86
49,15,85
50,15,84
51,15,84
52,15,85
53,15,87
54,15,90
55,15,91
56,15,96
57,15,98
58,15,100
59,15,102
60,15,104
61,15,105
62,15,106
63,15,106
64,15,107
65,15,103
66,15,102
67,15,104
68,15,101
69,15,95
70,15,93
71,15,95
72,15,104
73,15,100
74,15,102
75,15,118
76,15,0
77,15,0
78,15,0
79,15,0
80,15,0
81,15,0
82,15,0
83,15,0
84,15,0
85,15,0
86,15,0
87,15,0
88,15,101
89,15,110
90,15,95
91,15,50
92,15,38
93,15,30
94,15,85
95,15,60
96,15,71
97,15,46
98,15,87
99,15,92
100,15,101
101,15,117
102,15,0
103,15,123
104,15,0
105,15,92
106,15,43
107,15,18
108,15,15
109,15,20
110,15,29
111,15,37
112,15,36
113,15,54
114,15,63
115,15,77
116,15,112
117,15,0
118,15,0
119,15,0
120,15,0
121,15,0
122,15,0
123,15,0
124,15,0
125,15,0
126,15,120
127,15,105
128,15,70
129,15,68
130,15,66
131,15,64
132,15,63
133,15,64
0,16,44
1,16,33
2,16,40
3,16,69
4,16,98
5,16,118
6,16,0
7,16,0
8,16,0
9,16,0
10,16,0
11,16,0
12,16,0
13,16,0
14,16,0
15,16,0
16,16,0
17,16,0
18,16,0
19,16,0
20,16,0
21,16,0
22,16,0
23,16,0
24,16,0
25,16,0
26,16,0
27,16,0
28,16,0
29,16,0
30,16,0
31,16,123
32,16,114
33,16,0
34,16,0
35,16,122
36,16,0
37,16,0
38,16,115
39,16,116
40,16,113
41,16,96
42,16,0
43,16,0
44,16,0
45,16,0
46,16,0
47,16,0
48,16,0
49,16,0
50,16,0
51,16,124
52,16,0
53,16,121
54,16,95
55,16,103
56,16,116
57,16,112
58,16,112
59,16,114
60,16,117
61,16,119
62,16,119
63,16,122
64,16,120
65,16,114
66,16,116
67,16,0
68,16,102
69,16,114
70,16,0
71,16,0
72,16,0
73,16,0
74,16,0
75,16,0
76,16,0
77,16,0
78,16,0
79,16,0
80,16,0
81,16,0
82,16,0
83,16,0
84,16,0
85,16,0
86,16,0
87,16,0
88,16,0
89,16,0
90,16,72
91,16,60
92,16,22
93,16,70
94,16,81
95,16,50
96,16,26
97,16,64
98,16,87
99,16,69
100,16,100
101,16,127
102,16,109
103,16,0
104,16,0
105,16,99
106,16,53
107,16,34
108,16,39
109,16,45
110,16,44
111,16,41
112,16,37
113,16,57
114,16,67
115,16,85
116,16,113
117,16,120
118,16,0
119,16,0
120,16,0
121,16,0
122,16,0
123,16,0
124,16,0
125,16,0
126,16,110
127,16,87
128,16,64
129,16,53
130,16,50
131,16,60
132,16,70
133,16,69
0,17,42
1,17,32
2,17,36
3,17,62
4,17,94
5,17,119
6,17,0
7,17,0
8,17,0
9,17,0
10,17,0
11,17,0
12,17,0
13,17,0
14,17,0
15,17,0
16,17,0
17,17,0
18,17,0
19,17,121
20,17,119
21,17,126
22,17,0
23,17,0
24,17,0
25,17,0
26,17,0
27,17,0
28,17,125
29,17,126
30,17,117
31,17,100
32,17,99
33,17,101
34,17,0
35,17,0
36,17,112
37,17,112
38,17,0
39,17,117
40,17,0
41,17,0
42,17,0
43,17,0
44,17,0
45,17,0
46,17,0
47,17,0
48,17,0
49,17,0
50,17,0
51,17,0
